"id";"review";"polarity";"aspect";"start_position";"end_position"
2193;"Hotel é limpo e muito bem localizado. O quarto com cama de casal realmente é bem pequeno, mal havia espaço para abrir uma mala. No entanto, a distribuição do espaço é inteligente e, numa cidade como Nova Iorque, a última coisa que se pretende é perder tempo no quarto do hotel. Ótimo ter internet liberada, secador e estação para IPod para se ouvir música. Ficaria novamente.";0;"cidade";187;193
2194;"Apenas como comentário, o atendente do hotel não informa ao hóspedes sobre as taxas adicionais, quando da realização do check-in. Poderiam melhor isso. No nosso caso, em nenhum momento foi dito que teria uma cobrança extra de USD 16,80 por dia, referente ao serviço de limpeza do quarto (charge service). No final da estadia, tive que pagar outros USD 100,80, correspondente aos 2 quartos reservados.";0;"limpeza";269;276
2195;"Pra quem não é exigente, este hotel supre todas as necessidades, os arredores são ótimos, tem metro a 1 quadra, funiculaire também, ta certo, é apertado, inclusive, foi o menor elevador que já entrei na minha vida! Mas tudo bem, tudo limpinho, tudo certinho, a internet é algo que pode melhorar pois só tem no hall, mas o sinal la é bom. Os recepcionistas são atenciosos e te ajudam no que puder, e são bem esforçados na comunicação.";1;"hotel";30;35
2196;"Segue o padrão Ibis, com quartos não muito espaçosos e serviço enxuto, e com um bom preço, principalmente se tratando de Paris. Metrô pertinho do hotel, assim como farmácias, restaurantes, supermercado, etc. Área tranquila. Dá pra ir a pé até a torre. Internet grátis, basta pedir uma senha na recepção, onde os funcionários falam outras línguas e se esforçam para te entender e serem entendidos. Me hospedaria neste hotel novamente.";1;"recepção";294;302
2197;"Tratando-se de Paris é uma ótima opção! O quarto é espaçoso, limpo, bem climatizado e localizado por um bom custo. Muito próximo a Gare Montparnasse, o que facilita o deslocamento a qualquer parte de Paris, ou até mesmo para os arredores, além disto há uma estação de metro também próxima (Pasteur). Região do Hotel é muito agradável com ótimas opções de restaurantes.";1;"quarto";42;48
2198;"Lamentável.....simplesmente horrível este hotel! Após passar uma semana em lua de mel em um hotel excelente, eu e minha esposa, chegamos em Poa com a intenção de permanecer em um hotel com um custo razoável, e pelas fotos do site e pelo preço, resolvemos nos hospedar no mesmo. Ao chegar, já a primeira impressão, na recepção, foi ruim, pois além de estar em reforma a aparência era ruim. Ao chegar no quarto a sensação foi de espanto total, o quarto era mto velho, cheio de mofo, as cortinas rasgadas e imundas, a fiação aparecendo no teto, o banheiro podre, inclusive com uma esponja usada pendurada no registro. Chegamos e saímos para o shopping para não precisar permanecer no hotel. Voltamos somente para dormir, tomamos banho com muito cuidado pois tudo era mto insalúbre e a noite malemal dormimos, pois o lugar era macabro e mto sujo. Na manhã seguinte não quisemos nem experimentar o cafe da manha e estávamos com mta coceira em todo o corpo. Como postado em outro comentário, o local deveria realmente ser interditado....quem puder não fique lá....pois não irá se arrepender...é o típico barato que sai caro!";0;"preço";237;242
2199;"Hotel muito bem localizado, perto do metro e ponto de onibus,dá para andar até o Rio Sena, atrás da Igreja Notre Dame, proximo ao Pantheon e Jardim de Luxemburgo, bons restaurantes na mesma rua, com várias opções de cozinha  Room Tip: apartamentos de frente te linda vista, não é barulhento, hotel sem luxo e bom preço.";0;"luxo";302;306
2200;"O serviço na recepção do hotel é muito boa. Toda a equipe trabalha tentando satisfazer as necessidades dos hóspedes, porém as equipes do restaurante e das camareiras não falam inglês, e isto dificulta em muito o entendimento. O quarto é do tamanho padrão, bem limpo, com banheiro com bom chuveiro. Infelizmente nosso quarto era em frente ao elevador e por isto com muito barulho. Com hotel lotados não tivemos opção de trocar de quarto. O café da manhã superou as expectativas.";1;"recepção";13;21
2201;"Parte boa: Hotel bem localizado no centro, próximo à prefeitura, mercado municipal, shopping, usina do gasometro, etc.Parte ruim: Instalações e serviço deixaram a desejar. A recepção parece que foi reformada, pois está novinha e muito bem cuidada, com relação ao resto do hotel. Quarto com cheiro de mofo, moveis antigos, instalações mal conservadas no banheiro. Café da manhã muito muito, muito caro.";-1;"serviço";144;151
2202;"Comparando com outros hotéis, o quarto não é tão pequeno. Tem cozinha completa que permite fazer lanches e café da manhã. Para que quiser tomar café no próprio hotel, é o padrão americano, sem muita variedade e quase sempre tem que esperar por um lugar. A localização é segura e perfeita para quem quer proximidade com a Broadway. A limpeza é boa e os funcionários muito atenciosos, se esforçando para falar alguma coisa em português. Com certeza voltarei a este hotel quando for a NY.";1;"hotel";160;165
2203;"Em abril de 2012 nos hospedamos no hotel referido e ficamos muito impreessionados com tudo: excelente localizacao na 3 avenida (com metro em frente e na mesma calcada, além de farmacia ao lado e vários restaurantes e lojas a poucos passos). Funcionarios muito cordiais, limpeza otima dos quartos e tudo muito pratico e conveniente.... ficarei lá novamente... ótimo custo-benefício em Manhatan.";1;"custo-benefício";365;380
2204;"Estive em Paris por poucos dias e a localização do hotel facilitou muito a minha visita. Escolhi ficar próxima da praça da Bastille por saber que conseguiria andar e ficar próxima de quase tudo. Muito fácil acesso ao metrô, perto de restaurantes, supermercados, lojas e claro da rua do Louvre - Rue de Rivoli. A recepcionista Cristina fala português e é muito atenciosa. O café da manhã é agradável mas sem muitas opções. Indico para quem procura um hotel simples e prático.";1;"praça";114;119
2205;"O hotel fica bem próximo ao aeroporto e tem serviço de transfer grátis pra chegada e saída do aeroporto, basta ligar pra recepção e o carro está disponível, o trajeto leva apenas 5 minutos. O quarto é bem simples, a roupa de cama e banho também. Não tem comércio e restaurantes próximos, então o hotel oferece uma cozinha com pratos bem gostosos que podem ser solicitados. O café da manha é ótimo e tem várias opções de pães, bolos, iogurte, cereais, frutas, suco, etc.";0;"recepção";121;129
2206;"Muito bem localizado. Acesso direto p aeroporto por trem. Região segura, com vida noturna, com inúmeros e excelentes cafés. A falta de café nas diárias não foi problema. Hotel limpo e quartos de bom tamanho pelos padrões de Paris. Apenas o Wifi poderia ser melhor e a cama de casal um pouco maior, ainda que muito confortável. Indico! Paguei 1050 euros por 10 noites, de 5 a 15 de Novembro 2012.";1;"quarto";184;190
2207;"The city club hotel é um hotel pequeno muito próximo a times square , com restaurantes , farmácia e bancos próximos , além de estações do metro ! Pessoal muito gentil com serviço de ótima qualidade !  Quarto - grande com tv LCD a cabo  Internet - wi fi free  Cama - bom tamanho , roupa cama nova  Chuveiro - muita água quente e fácil de regular   Ar condicionado - quente e frio funcionam  Carregador de iPhone disponível";1;"cama";259;263
2208;"Hotel muito bem localizado, perto do metro e ponto de onibus,dá para andar até o Rio Sena, atrás da Igreja Notre Dame, proximo ao Pantheon e Jardim de Luxemburgo, bons restaurantes na mesma rua, com várias opções de cozinha  Room Tip: apartamentos de frente te linda vista, não é barulhento, hotel sem luxo e bom preço.";1;"hotel";0;5
2209;"O hotel fica na região central de Paris, com acesso ao metrô logo na calçada. A duas quadras do jardim de Jardim de Luxemburgo.   Os quartos são extremamente limpos, com ótimo serviço e funcionários prestativos.  Room Tip: Quartos de fato muito pequeno. Se tiver com muitas malas, melhor procurar outro.";0;"jardim";96;102
2210;"Esta foi a segunda vez que fiquei hospedada no Hotel de Sevres, em Paris. O Hotel é muito bem localizado, com fácil acesso ao metro e a muitas das atrações da cidade. O atendimento é muito simpático e eficiente. É um Hotel seguro, limpo e aconchegante. Estiva lá com amigas, em uma primeira visita e agora com minha família. Ambas as visitas foram ótimas. Recomendo.";1;"hotel";47;52
2211;"O hotel é muito bem localizado e com funcionários sempre dispostos a ajudar. Tem estações de metro perto.   Vale a pena ficar hospedada no Royalton. Passei meu aniversário lá e ganhei até um proseco e frutas.  Realmente 10!  Room Tip: Eu pedi um quarto que fosse bem sossegado. Não tinha uma vista para a rua, mas não se ouvia barulho...";0;"rua";305;308
2212;"O hotel nao fica localizado na strip (rua dos principais hotéis de vegas) mas o hotel tem ligação com um shopping que caminhando uns 5 minutos voce chega num ponto excelente da strip próximo aos principais hotéis (Paris, belagio ...)  Os quartos sao amplos e equipados com cozinha.. Maq lava louca, microondas, tv até mó banheiro.  Ótimo pra quem viaja com crianças. Recomendo.";1;"shopping";105;113
2213;"Hotel horrível, a única coisa que presta é a localização, esta sim excelente. O hotel é imundo, velho, barulhento, os quartos são sujos e não ha serviço de limpeza. Tinhamos que arrumar nossas próprias camas e precisamos comprar papel higiênico, pois apesar das solicitações eles não repuseram. A cama estava quebrada e também não foi consertada. Nem pagando eu voltaria a este hotel.";-1;"limpeza";156;163
2214;"Fiquei com minha família durante 1 semana neste hotel. A localização é muito boa próximo a lojas e atrações como o Empire State, em uma rua movimentadíssima de restaurantes coreanos, o que, às vezes, atrapalha, mas é bom pois mesmo a noite nunca está deserta. O hotel é bom com acomodações limpas e organizadas. O café da manhã é apenas razoável, mas presta-se para um início de dia.";1;"localização";57;68
2215;"Estive com minha filha em outubro neste hotel. A localização é excelente , local privilegiado para compras e para pontos agitados da cidade. Quartos grandes e confortáveis. Café da manhã um pouco caro mas com qualidade. Funcionarios atenciosos. Ficamos no 28º andar mas o acesso é feito muito rápido. Guardam as malas até a sua saída. Ótimo hotel. Recomendo.";1;"café da manhã";173;186
2216;"Apesar de não possuir o glamur da maioria dos hotéis da Strip, o Tropicana é um hotel muito bom. Quartos espaçosos, cama confortável. Tudo tem aparência de novo. A piscina é muito boa também. Fica ainda em um cruzamento da Strip com a Tropicana Av. em frente ao MGM, ao Excalibur e perto do N York. Em síntese, o preço é justo pelo que oferece.";1;"cama";116;120
2217;"Hotel com bom custo/benefício para o Marais. Bem localizado e com instalações justas para o valor cobrado. Como quase todos os hotéis em Paris, quartos relativamente pequenos, porém aqui é assim mesmo e se quiser luxo e espaço vais ter que desembolsar bem mais euro$$$$$$$.   Relaxe. Curta essa belíssima cidade luz e deixe para curtir quartos enormes e comprar desenfreadas quando for para Orlando ou Miami.";1;"cidade";305;311
2218;"Fiquei encantada com a excelente localização, a poucos passos do Cartier Latin e Notre Dame, café da manhã delicioso, em um espaço bucólico, com diversas opções de pães e atendimento muito personalizado (em poucos dias nossas preferências eram conhecidas) associados a limpeza e atendimento impecáveis.  Recomendo fortemente !!! Tendo ido a Paris pela terceira vez, em hotéis diferentes, posso afirmar que voltando esta será minha primeira opção.    Rossana Araújo  Rio de Janeiro  Brasil";1;"localização";33;44
2219;"Em abril de 2012 nos hospedamos no hotel referido e ficamos muito impreessionados com tudo: excelente localizacao na 3 avenida (com metro em frente e na mesma calcada, além de farmacia ao lado e vários restaurantes e lojas a poucos passos). Funcionarios muito cordiais, limpeza otima dos quartos e tudo muito pratico e conveniente.... ficarei lá novamente... ótimo custo-benefício em Manhatan.";1;"limpeza";270;277
2220;"As pessoas extremamente simpáticas e atenciosas, o café da manhã muito bom. todos sempre dispostos a orientar os turistas dando boas dicas e os quartos sempre limpos e o ambiente muito agradavél todos os funcionários falam inglês, não é um hotel típico frances, pois é novo, e fica a 5 minutos do metro, e dá para andar até o centro de PARIS";1;"café da manhã";51;64
2221;"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.";1;"quarto";75;81
2222;"para brasileiros:    para brasileiros este hotel é excelente, é exatamente ao lado da loja century 21 e a um quarteirão da J&R. perfeito para as compras.     O quarto é amplo e conforável, com boa cama e banheiro. a tv tb é grande.  o ponto negativo são os elevadores, dois estragaram no dia de ir embora e tivemos que esperar por mais de uma hora para descer com as malas.    quanto ao fato de estar em frente a obra do wtc, tem que estar ciente disto antes de reservar";1;"quarto";160;166
2223;"Já me hospedei duas vezes neste hotel. Simples, ótima localização e confiável.  Equipe prestativa. Café da manhã bom.  Excelente custo benefísio. Me hospedei em fevereiro de 2012 e outubro de 2010.  O quarto é um pouco pequeno, mas acho que Paris tem disso em alguns hoteis.  Os quartos terreos sao um pouco barulhento.  Se eles reformassem o hotel ficaria melhor, mas gostei bastante.";-1;"quarto";201;207
2224;"Estive lá em Abril/2011 e gostei do Hotel. Pertíssimo da estação de metrô (uns 70 metros), e em um local movimentado. Os quartos são pequenos porém limpos. Chuveiro em cima da banheira, porém bom. Tem internet wifi, item orbigatório em minhas viagens. O único porém era o elevador, que só cabia no MÁXIMO 2 pessoas, extremamente pequeno! Dávamos risada cada vez que usávamos, rsrs. Os funcionários são muito educados e muito hospitaleiros. Recomendo a quem gosta de praticidade e ótima localização!";1;"localização";486;497
2225;"A localização do hotel é muito boa, pois dá pra conhecer os pontos turísticos a pé. Apesar de estar no centrão de Paris, a área do hotel é segura, com bares, restaurantes, shopping e metrô por perto.  Os funcionários são muito atenciosos. A única coisa que não gostei foi do banheiro do quarto, pois o vaso sanitário fica separado do banheiro propriamente dito, onde há chuveiro, banheira e pia.";0;"pia";391;394
2226;"Hotel de Negócios com ótima localização(54W x 6ª Av.), ótimo serviço de Concierge. Muito conservado e com limpeza e manutenção nota 10, os quartos são enormes para o padrão NY. O Café da manhã pago a parte custa U$S 28,00 não compensa exceto se a sua empresa pagar. O WI-FI é pago a parte, infelismente.";1;"limpeza";106;113
2227;"Hotel confortável e luxuoso, com funcionários solícitos e excelente localização. Quartos muito amplos com colchões e lençóis de qualidade e banheiros limpos. Fica a alguns minutos a pé da Broadway, do Rockfeller Center, do MOMA, tem muitos bares e restaurantes a sua volta e lugar para tomar café na mesma rua. Recomendaria";1;"quarto";81;87
2228;"Ótima localização. A 5 minutos do Arco do Triunfo a pé. Tamanho do quarto bem generoso. Só verifiquei 2 incomodos: O chuveiro fica aberto, o que pode deixar constrangido pessoas não tão intimas no quarto e o elevador, que não cabe mais do que 3 pessoas, mas como é um hotel pequeno, não é tão comprometedor. Café da manhã? Pra que? Tem 2 padarias ótimas exatamente na frente do hotel.";1;"localização";6;17
2229;"Muito próximo do aeroporto e bom para quem vai ficar apenas uma noite e vai embarcar no dia seguinte. Os quartos voltados à Av. Farrapos são muito barulhentos. A/C não funcionava muito bem, antigo e barulhento. TV antiga, sem controle e péssima imagem.O hotel oferece transporte gratuito para o aeroporto, mas é disputado e para usá-lo é preciso sair com tempo.";1;"hotel";254;259
2230;"Localizado na mais tradicional rua de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse. Os apartamentos amplos e confortáveis são equipados com ar-condicionado, frigobar, telefone, cama box spring, mesa de trabalho, wi-fi grátis, recepção 24 horas e estacionamento. O hotel serve um grande buffet de café-da-manhã com variedade de produtos, incluindo frutas da época, frios e iogurtes.";0;"estacionamento";602;616
2231;"Boa localização, limpeza média, bom café da manhã. Jantar no hotel custa caro (e vem pouco). Apartamentos novos, sem carpete (piso madeira laminada) e equipamentos do banheiro funcionam bem, porém banheiro extremamente pequeno.  De qualquer forma eu recomendo este hotel, que está a uns 700m da Torre Eiffel e possui boas opções perto: Mc Donalds, restaurantes, farmácia, supermercado, lojas de roupas, etc.  Ps.: Existe um funcionário na recepção que fala português (Patrick).";1;"recepção";439;447
2232;"Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização. Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho. Sem contar que eles oferecem early check-in com a maior tranquilidade.  Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...";1;"praça";401;406
2233;"Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.";0;"aeroporto";11;20
2234;"Um hotel maravilhoso, recomendo!!!nosso quarto era muito bom, aconchegante.... Mas tudo paga, ate para abrir frigobar ou ate mesmo tirar do lugar os aperitivos que tem no quarto!!   A decoraçao é muito linda...tudo perfeito dentro do hotel!!varias opções de alimentação dentro do hotel, mas achei caro!! O shopping do hotel achei o melhor de todos!!!e a localização acaba sendo muito boa, fica bem no meio da strip, da pra fazer tudo a pé...  Enfim, recomendo...";0;"hotel";3;8
2235;"Pelo que li aqui, parecia que o hotel era uma casa dos horrores, mas não. Ele tem um preço razoável (180 reais, quarto para casal), o quarto era espaçoso, limpo e novo. Cama confortável, ar condicionado funcionando a todo vapor (fomos em POA em dias de muuuuuuito calor). O banheiro também (acho que devem ter reformado) é espaçoso e limpo. O café da manhã é bom, mas apesar de ser servido até as 10 horas, se você chegar as nove e meia, metade das coisas já acabaram e não houve reposição. O que é péssimo para um hotel: nove e meia já não tem mais ovos mexidos e frutas, por exemplo (aconteceu nos 3 dias que estivemos hospedados lá - o que diminui a possibilidade de ter sido coincidência). Foram atenciosos na recepção, porém na hora de pagar a conta, nos cobraram diárias a mais pelo estacionamento do carro, sendo que o carro ficou estacionado apenas um dia (e a moça da recepção não sabia fazer o extorno no cartão de crédito - que dor de cabeça!). Aliás, eles cobram estacionamento e nem se prontificaram a avisar. Isso nos chateou muito, pois não fomos informados sobre absolutamente nada. Outra coisa, certa noite pedimos um táxi na recepção do hotel e o taxista cobrou uma taxa extra de deslocamento. O hotel não nos informou sobre isso. Só depois que falamos lá na recepção, eles disseram que os taxistas não cobram taxa de deslocamento e que fomos enganados. Achamos que faltou muita comunicação com os clientes por parte da recepção. Deveriam ter nos avisado da taxa do estacionamento e do táxi. Além do que, eles que chamaram o táxi, acreditamos que poderíamos confiar no táxi que o hotel ofereceu. Se não podemos confiar no que o hotel indica para a gente, estamos perdidos, né? Em relação a localização, fica no centro. E centro, a noite e nos finais de semana, é estranho em todo lugar do mundo. Mas fica perto de um shopping e de pontos de ônibus";1;"quarto";112;118
2236;"Hotel com fornecimento honesto,bom serviço e excelente cama e travesseiros e limpeza da roupa de cama. Edr4edon super aconchegante. Bom café da manhã. DEificuldade de banho pelo pequeno espaço do banheiro,altura e caidaq da parede não permitia tomar banho em pé dificultando o mesmo. Atendimento bom.";1;"cama";55;59
2237;"O hotel fica na place de la sorbonne, com cafés e mercadinho ao redor, á noite é bem movimentado. Os quartos são bem pequenos e não tem frigobar, o elevador mau cabe 2 pessoas. O café da manhã é muito fraco, pelo valor da diária poderia ser bem melhor. Não sei se me hospedaria neste hotel novamente, pois estava com criança, e foi muito difícil ficar sem geladeira no quarto.";-1;"hotel";2;7
2238;"Pessoal da Recepção, Gerência, Manutenção todos muito atenciosos e cordiais. Excelente apartamento família. Excelente localização, de fácil acesso a todos os pontos de Paris. Metrô e RER a 20 ou 50 metros do hotel. Para ir à EuroDisney RER direto sem baldeação. Les Halles tem muitos bistrôs, padarias, supermercados. Aquecimento eficiente (pegamos inverno de -3ºC). Recomendo. No entanto, façam suas reservas com antecedência, pois em cima da hora os valores aumentam significativamente.";1;"localização";118;129
2239;"chao muito sujo do quarto e do banheiro.  quarto muito agradavel. boa localizacao e bom atendimento.  hotel com uma arquitetura peculiar, meio confiso de andar por dentro dele e ter acesso aos quartos.  nao pude usufruir do cafe da manha.   a internet estava com defeito e nao funcionou e os funcionarios nao sabiam falar espanhol.....nenhum deles!!! absurdo isso!!";-1;"quarto";19;25
2240;"O hotel é super bem localizado. Os funcionarios são simpaticos e prestativos, sempre dispostos a te ajudar com alguma duvida.  Os quartos são pequenos, mas são bem limpos e dispõem de cofre. A climatização do quarto é feita pelo proprio hospede.  O ponto negativo é a banheira, além disso a ducha também era muito pequena e mal posicionada.  Café da manhã satisfatorio.  Recomendo e indico!!!";-1;"ducha";291;296
2241;"Excelente localização, com lojas e restaurantes maravilhosos por perto e duas linhas de metro. O café da manhã é bom. Nosso quarto era confortável, com duas camas de solteiro colocadas lado a lado. Faltava uma boa luz para leitura. O WI FI no quarto era muito fraco e desligava com frequência. Banheiro grande e confortável. Serviço simpático. O preço era muito bom em comparação com outros hotéis do mesmo nível.";1;"café da manhã";97;110
2242;"Tem um parque de diversões dentro do hotel. A montanha russa é legal, mas se quiser adrenalina vá a do Hotel Sahara, que fica quase em frente, pois é irada. A localização é excelente e o custo também se comprado com relativa antecedência. O quarto normalmente possui duas camas grandes, padrão americano. O estacionamento é gratuito.";1;"localização";159;170
2243;"Hotel muito bem localizado.Quartos muito bons,todo hotel muito bonito.Porém o melhor foi o atendimento muito especial que recebemos de todos,tinhamos sempre uma atenção prestativa, eficaz e agradável de todos.Sempre alguém estava preocupado como estava nossa estadia no hotel e nossa visita por Nova York.Muito agradecido à todos.Elevadores muito eficientes,limpeza muito boa.Rcomendo";1;"limpeza";358;365
2244;"Localização excelente, quarto amplo e confortável, café da manhã muito bom. Concierge nota dez, que orienta sobre os passeios e conduções com prazer e desprendimento.  Mas, ao tomar banho, temos de tomar cuidado para não levar um tombo, visto que o banho é dentro de banheira, que já deveria ter sido abolida há tempos em hotéis, constituindo um grande risco para acidentes. Valeu a pena o quarto Privilége.";-1;"banheira";267;275
2245;"O Hotel esta muito bem localizado os apartamentos da cobertura acomodam famílias grandes, a equipe é muito simpática e prestativa, achei apenas que a limpeza nos quartos não é muio boa, porém acredito ser geral nos EUA principalmente por eles usarem carpetes a limpeza deveria ser mais bem feita.   Mas de resto foi ótimo, localização, segurança e conforto.";1;"hotel";2;7
2246;"Este hotel é perfeito e tudo funciona! Internet super rápida, funcionários atenciosos e elevadores rápidos.   As crianças irão adorar, pois está muito bem localizado, perto de teatros, lojas de brinquedos, etc.  Recomendo este hotel a qualquer turista em férias em New York, especialmente aqueles com crianças.";1;"elevador";88;96
2247;"O hotel, novo, é localizado em área residencial. Os quartos são amplos, novos e limpos. O banheiro era lindo e funcional, separado do vaso sanitário. Nosso quarto tinha uma cama de casal e um sofá cama para casal. Acomodaram bem nossa pequena família. Com uma família alérgica à poeira, não tivemos nenhum problema, o que é raro em hotéis do mesmo padrão em Paris. Dispõe de internet wi-fi em dois computadores para uso gratuito dos hóspedes no lobby. O café da manhã continental é correto.";0;"família";243;250
2248;"Gostei muito. No no quarto tinha geladeira, microondas e cafeteira. O chuveiro excelentle, bem proximo da 7 Av.  O metro ficava bem próximo do nosso hotel. A diária não é baratinha, porém valeu muito apena ter ficado no Belvedere.  Com certeza indicaria para meus amigos.  Room Tip: Os apartamentos do lado sul são mais silenciosos. Proximo a Times Squase, bem pertinho de um restaur...";1;"quarto";20;26
2249;"Todos os funcionários que trabalham na Recepção, no Serviço de Quarto, no Bar e na Sala do Café da Manhã foram extremamente cordiais e atenciosos comigo e com minha mulher. Sempre dispostos a entender e a atender nossas necessidades. Realmente, o tratamento que nos dispensaram contribuiu para nossa estada em Paris fosse maravilhosa!    Alceu Landi";1;"funcionários";9;21
2250;"Muito legal, quartos grandes e sempre estavam organizados qdo voltavamos. Todos tem carpete, nao gosto muito mas enfim... sobrevivi. Procure a caça niquel do Magico de Oz, eh muiiiiiiiito bom e divertido. Ganhei o suficiente pra pagar minha estadia em Vegas. A localizacao eh otima, vc pode sair a noite a pé sem medo.";1;"quarto";13;19
2251;"Me hospedei com meu marido por cinco noites e tudo foi perfeito.  Ótima localização, ao lado da times square, dos pricipais teatros, lojas e restaurantes, íamos andando para todos os lugares.   A limpeza perfeita e o atendimento da recepção excelente, sempre atenciosos e prestativos.     Super indico esse hotel.  Quando voltar a NY vou me hospedar novamente.";1;"atendimento";217;228
2252;"Padrão Ibis. Perto da Estação de Metro somente 5 minutos a pé. A grande vantagem deste Hotel é que fica em frente a um shopping center com todas as vantagens para compras e alimentação.  Tem também varias alternativas de fast-food nas proximidades e restaurantes.  Room Tip: Pedir apartamento em andar alto e de frente para a Av Italie";1;"hotel";87;92
2253;"O quarto é minúsculo! As camas de solteiro formam praticamente uma de casal, são quase unidas. Não tem muito espaço para as malas! O secador é horrível... Não conte com ele... O banheiro assim como o quarto é bem pequeno, principalmente o box, que possui formato de um triângulo! Bem apertado!Tirando isso foi ótimo!";1;"casal";70;75
2254;"Hotel bem situado, quartos razoáveis muito simples, a área do pequeno almoço bastante pequena tinha no total umas 6 mesas para os clientes do referido hotel, bem como um menu muito simples... Hotel fica situado perto da Opera e das Galerias La Fayette, para quem fizer o percurso de metro sai em CADET";-1;"quarto";19;25
2255;"O hotel é bom, o quarto que fiquei era bem espaçoso, assim como o banheiro. A localização é boa e o preço é bem adequado. O café da manhã é bem variado oferecendo opções saudáveis. Só achei que o aquecimento deixa a desejar, deu vontade de nem tomar banho.";1;"localização";78;89
2256;"Atendimento não compromente.  Um pouco distante do metrô, principalmente no frio. Quarto minúsculo, embora com cama boa e chuveiro quente.  Banheiro minúsculo também, com porta abrindo para lado errado.  O local é sossegado e com alguma infraestrutura, mas acredito existirem opções melhores pelo mesmo preço. Para quem viaja só pode ser uma opção, para casal não.";1;"cama";111;115
2257;"As fotos não condizem com o que eu encontrei lá. o banheiro é muuuito velho, a torneira quando aberta fazia um barulho que mais parecia um trem chegando, papel de parede do quarto rasgado, o café da manhã bem mais ou menos, enquanto comíamos a mulher começou a resmungar, desligar o ar condicionado, televisão, e retirar a comida, uma falta de respeito, não recomendo.";0;"televisão";300;309
2258;"Apesar de os preços de hotéis em NYC serem bem mais salgados que em algum outro lugares do país, e a minha visita á cidade aconteceu no meio de semana de moda, e vários outros congressos, o hotel atendeu todas as minhas necessidades. Tem um bom café da manhã, máquinhas de refrigerantes no andares. O quarto é pequeno, porém é super climatizado e clean. ;)  A localização é ótima! Fica entre a 8th e a 39th. A cinco quadras da Times Square!!";-1;"preço";13;18
2259;"Segue o padrão Ibis, com quartos não muito espaçosos e serviço enxuto, e com um bom preço, principalmente se tratando de Paris. Metrô pertinho do hotel, assim como farmácias, restaurantes, supermercado, etc. Área tranquila. Dá pra ir a pé até a torre. Internet grátis, basta pedir uma senha na recepção, onde os funcionários falam outras línguas e se esforçam para te entender e serem entendidos. Me hospedaria neste hotel novamente.";1;"internet";252;260
2260;"Hotel com excelente localização, quartos confortáveis com ar condicionado e TV a cabo, próximo a shoppings, centros comerciais e lojas de departamento. Bom atendimento. Café da manha pouco variado. Restaurante a la carte com pratos deliciosos.";0;"tv";76;78
2261;"Quarto bom.Limpo. Free Wi-Fi. Bem equipado com friforifico, microondas e máquina de café. Localização excelente, ao lado do rockefeller center a 100 ,metros da 5th Avenue! Staff simpático. Disponibilizam computadores e impressoras para imprimir os Boarding pass. Outro promenor muito importante :cada andar tinha garrafas de plastico e uma máquina de água para encher as garrafas.  Optima relação preço qualidade.";1;"preço";397;402
2262;"O hotel Açores é antigo, mas tem uma ótima relação custo benefício, estando bem no centro de Porto Alegre! Fica próximo à um dos principais pontos turísticos de Porto Alegre, a Casa de Cultura Mário Quintana, lugar muito interessante de se visitar, principalmente o restaurante no andar mais elevado, fica próximo ao shopping Rua da Praia, que não é shopping grande, mas cumpre a finalidade para caixas automáticos, Macdonalds e restaurantes!Café da manhã muito bem variado, com frios e ovos mexidos por exemplo... Bem Central, dá acesso ao coração da Capital Gaúcha, ao Mercado Municipal também, outro importante ponto turístico.";1;"shopping";317;325
2263;"Belo hotel , bem localizado, novo, limpo, muita tecnologia nos quartos   apartmento amplo (o corredor é um pouco estreito e longo) mais em las vegas é tudo asim grande  arquitetura linda  cassino limpo amplo e pessoal cortez   buffet muito bom   gostei voltaria  Room Tip: nao pegue andares baixos pois ha uma piramide no edificio ai tapa toda a vista creio ter que ser a...";1;"quarto";63;69
